Prime,Buckets,,,Groupings,Label,groupings
3833,3801 up to 3900,,,53101,53101 up to 53200,
3847,3801 up to 3900,,,53201,53201 up to 53300,
3851,3801 up to 3900,,,53301,53301 up to 53400,
3853,3801 up to 3900,,,53401,53401 up to 53500,
3863,3801 up to 3900,,,53501,53501 up to 53600,
3877,3801 up to 3900,,,53601,53601 up to 53700,
3881,3801 up to 3900,,,53701,53701 up to 53800,
3889,3801 up to 3900,,,53801,53801 up to 53900,
3907,3901 up to 4000,,,53901,53901 up to 54000,
3911,3901 up to 4000,,,54001,54001 up to 54100,
3917,3901 up to 4000,,,54101,54101 up to 54200,
3919,3901 up to 4000,,,54201,54201 up to 54300,
3923,3901 up to 4000,,,54301,54301 up to 54400,
3929,3901 up to 4000,,,54401,54401 up to 54500,
3931,3901 up to 4000,,,54501,54501 up to 54600,
3943,3901 up to 4000,,,54601,54601 up to 54700,
3947,3901 up to 4000,,,54701,54701 up to 54800,
3967,3901 up to 4000,,,54801,54801 up to 54900,
3989,3901 up to 4000,,,54901,54901 up to 55000,
4001,4001 up to 4100,,,55001,55001 up to 55100,
4003,4001 up to 4100,,,55101,55101 up to 55200,
4007,4001 up to 4100,,,55201,55201 up to 55300,
4013,4001 up to 4100,,,55301,55301 up to 55400,
4019,4001 up to 4100,,,55401,55401 up to 55500,
4021,4001 up to 4100,,,55501,55501 up to 55600,
4027,4001 up to 4100,,,55601,55601 up to 55700,
4049,4001 up to 4100,,,55701,55701 up to 55800,
4051,4001 up to 4100,,,55801,55801 up to 55900,
4057,4001 up to 4100,,,55901,55901 up to 56000,
4073,4001 up to 4100,,,56001,56001 up to 56100,
4079,4001 up to 4100,,,56101,56101 up to 56200,
4091,4001 up to 4100,,,56201,56201 up to 56300,
4093,4001 up to 4100,,,56301,56301 up to 56400,
4099,4001 up to 4100,,,56401,56401 up to 56500,
4111,4101 up to 4200,,,56501,56501 up to 56600,
4127,4101 up to 4200,,,56601,56601 up to 56700,
4129,4101 up to 4200,,,56701,56701 up to 56800,
4133,4101 up to 4200,,,56801,56801 up to 56900,
4139,4101 up to 4200,,,56901,56901 up to 57000,
4153,4101 up to 4200,,,57001,57001 up to 57100,
4157,4101 up to 4200,,,57101,57101 up to 57200,
4159,4101 up to 4200,,,57201,57201 up to 57300,
4177,4101 up to 4200,,,57301,57301 up to 57400,
4201,4201 up to 4300,,,57401,57401 up to 57500,
4211,4201 up to 4300,,,57501,57501 up to 57600,
4217,4201 up to 4300,,,57601,57601 up to 57700,
4219,4201 up to 4300,,,57701,57701 up to 57800,
4229,4201 up to 4300,,,57801,57801 up to 57900,
4231,4201 up to 4300,,,57901,57901 up to 58000,
4241,4201 up to 4300,,,58001,58001 up to 58100,
4243,4201 up to 4300,,,58101,58101 up to 58200,
4253,4201 up to 4300,,,58201,58201 up to 58300,
4259,4201 up to 4300,,,58301,58301 up to 58400,
4261,4201 up to 4300,,,58401,58401 up to 58500,
4271,4201 up to 4300,,,58501,58501 up to 58600,
4273,4201 up to 4300,,,58601,58601 up to 58700,
4283,4201 up to 4300,,,58701,58701 up to 58800,
4289,4201 up to 4300,,,58801,58801 up to 58900,
4297,4201 up to 4300,,,58901,58901 up to 59000,
4327,4301 up to 4400,,,59001,59001 up to 59100,
4337,4301 up to 4400,,,59101,59101 up to 59200,
4339,4301 up to 4400,,,59201,59201 up to 59300,
4349,4301 up to 4400,,,59301,59301 up to 59400,
4357,4301 up to 4400,,,59401,59401 up to 59500,
4363,4301 up to 4400,,,59501,59501 up to 59600,
4373,4301 up to 4400,,,59601,59601 up to 59700,
4391,4301 up to 4400,,,59701,59701 up to 59800,
4397,4301 up to 4400,,,59801,59801 up to 59900,
4409,4401 up to 4500,,,59901,59901 up to 60000,
4421,4401 up to 4500,,,60001,60001 up to 60100,
4423,4401 up to 4500,,,60101,60101 up to 60200,
4441,4401 up to 4500,,,60201,60201 up to 60300,
4447,4401 up to 4500,,,60301,60301 up to 60400,
4451,4401 up to 4500,,,60401,60401 up to 60500,
4457,4401 up to 4500,,,60501,60501 up to 60600,
4463,4401 up to 4500,,,60601,60601 up to 60700,
4481,4401 up to 4500,,,60701,60701 up to 60800,
4483,4401 up to 4500,,,60801,60801 up to 60900,
4493,4401 up to 4500,,,60901,60901 up to 61000,
4507,4501 up to 4600,,,61001,61001 up to 61100,
4513,4501 up to 4600,,,61101,61101 up to 61200,
4517,4501 up to 4600,,,61201,61201 up to 61300,
4519,4501 up to 4600,,,61301,61301 up to 61400,
4523,4501 up to 4600,,,61401,61401 up to 61500,
4547,4501 up to 4600,,,61501,61501 up to 61600,
4549,4501 up to 4600,,,61601,61601 up to 61700,
4561,4501 up to 4600,,,61701,61701 up to 61800,
4567,4501 up to 4600,,,61801,61801 up to 61900,
4583,4501 up to 4600,,,61901,61901 up to 62000,
4591,4501 up to 4600,,,62001,62001 up to 62100,
4597,4501 up to 4600,,,62101,62101 up to 62200,
4603,4601 up to 4700,,,62201,62201 up to 62300,
4621,4601 up to 4700,,,62301,62301 up to 62400,
4637,4601 up to 4700,,,62401,62401 up to 62500,
4639,4601 up to 4700,,,62501,62501 up to 62600,
4643,4601 up to 4700,,,62601,62601 up to 62700,
4649,4601 up to 4700,,,62701,62701 up to 62800,
4651,4601 up to 4700,,,62801,62801 up to 62900,
4657,4601 up to 4700,,,62901,62901 up to 63000,
4663,4601 up to 4700,,,63001,63001 up to 63100,
4673,4601 up to 4700,,,63101,63101 up to 63200,
4679,4601 up to 4700,,,63201,63201 up to 63300,
4691,4601 up to 4700,,,63301,63301 up to 63400,
4703,4701 up to 4800,,,63401,63401 up to 63500,
4721,4701 up to 4800,,,63501,63501 up to 63600,
4723,4701 up to 4800,,,63601,63601 up to 63700,
4729,4701 up to 4800,,,63701,63701 up to 63800,
4733,4701 up to 4800,,,63801,63801 up to 63900,
4751,4701 up to 4800,,,63901,63901 up to 64000,
4759,4701 up to 4800,,,64001,64001 up to 64100,
4783,4701 up to 4800,,,64101,64101 up to 64200,
4787,4701 up to 4800,,,64201,64201 up to 64300,
4789,4701 up to 4800,,,64301,64301 up to 64400,
4793,4701 up to 4800,,,64401,64401 up to 64500,
4799,4701 up to 4800,,,64501,64501 up to 64600,
4801,4801 up to 4900,,,64601,64601 up to 64700,
4813,4801 up to 4900,,,64701,64701 up to 64800,
4817,4801 up to 4900,,,64801,64801 up to 64900,
4831,4801 up to 4900,,,64901,64901 up to 65000,
4861,4801 up to 4900,,,65001,65001 up to 65100,
4871,4801 up to 4900,,,65101,65101 up to 65200,
4877,4801 up to 4900,,,65201,65201 up to 65300,
4889,4801 up to 4900,,,65301,65301 up to 65400,
4903,4901 up to 5000,,,65401,65401 up to 65500,
4909,4901 up to 5000,,,65501,65501 up to 65600,
4919,4901 up to 5000,,,65601,65601 up to 65700,
4931,4901 up to 5000,,,65701,65701 up to 65800,
4933,4901 up to 5000,,,65801,65801 up to 65900,
4937,4901 up to 5000,,,65901,65901 up to 66000,
4943,4901 up to 5000,,,66001,66001 up to 66100,
4951,4901 up to 5000,,,66101,66101 up to 66200,
4957,4901 up to 5000,,,66201,66201 up to 66300,
4967,4901 up to 5000,,,66301,66301 up to 66400,
4969,4901 up to 5000,,,66401,66401 up to 66500,
4973,4901 up to 5000,,,66501,66501 up to 66600,
4987,4901 up to 5000,,,66601,66601 up to 66700,
4993,4901 up to 5000,,,66701,66701 up to 66800,
4999,4901 up to 5000,,,66801,66801 up to 66900,
5003,5001 up to 5100,,,66901,66901 up to 67000,
5009,5001 up to 5100,,,67001,67001 up to 67100,
5011,5001 up to 5100,,,67101,67101 up to 67200,
5021,5001 up to 5100,,,67201,67201 up to 67300,
5023,5001 up to 5100,,,67301,67301 up to 67400,
5039,5001 up to 5100,,,67401,67401 up to 67500,
5051,5001 up to 5100,,,67501,67501 up to 67600,
5059,5001 up to 5100,,,67601,67601 up to 67700,
5077,5001 up to 5100,,,67701,67701 up to 67800,
5081,5001 up to 5100,,,67801,67801 up to 67900,
5087,5001 up to 5100,,,67901,67901 up to 68000,
5099,5001 up to 5100,,,68001,68001 up to 68100,
5101,5101 up to 5200,,,68101,68101 up to 68200,
5107,5101 up to 5200,,,68201,68201 up to 68300,
5113,5101 up to 5200,,,68301,68301 up to 68400,
5119,5101 up to 5200,,,68401,68401 up to 68500,
5147,5101 up to 5200,,,68501,68501 up to 68600,
5153,5101 up to 5200,,,68601,68601 up to 68700,
5167,5101 up to 5200,,,68701,68701 up to 68800,
5171,5101 up to 5200,,,68801,68801 up to 68900,
5179,5101 up to 5200,,,68901,68901 up to 69000,
5189,5101 up to 5200,,,69001,69001 up to 69100,
5197,5101 up to 5200,,,69101,69101 up to 69200,
5209,5201 up to 5300,,,69201,69201 up to 69300,
5227,5201 up to 5300,,,69301,69301 up to 69400,
5231,5201 up to 5300,,,69401,69401 up to 69500,
5233,5201 up to 5300,,,69501,69501 up to 69600,
5237,5201 up to 5300,,,69601,69601 up to 69700,
5261,5201 up to 5300,,,69701,69701 up to 69800,
5273,5201 up to 5300,,,69801,69801 up to 69900,
5279,5201 up to 5300,,,69901,69901 up to 70000,
5281,5201 up to 5300,,,70001,70001 up to 70100,
5297,5201 up to 5300,,,70101,70101 up to 70200,
5303,5301 up to 5400,,,70201,70201 up to 70300,
5309,5301 up to 5400,,,70301,70301 up to 70400,
5323,5301 up to 5400,,,70401,70401 up to 70500,
5333,5301 up to 5400,,,70501,70501 up to 70600,
5347,5301 up to 5400,,,70601,70601 up to 70700,
5351,5301 up to 5400,,,70701,70701 up to 70800,
5381,5301 up to 5400,,,70801,70801 up to 70900,
5387,5301 up to 5400,,,70901,70901 up to 71000,
5393,5301 up to 5400,,,71001,71001 up to 71100,
5399,5301 up to 5400,,,71101,71101 up to 71200,
5407,5401 up to 5500,,,71201,71201 up to 71300,
5413,5401 up to 5500,,,71301,71301 up to 71400,
5417,5401 up to 5500,,,71401,71401 up to 71500,
5419,5401 up to 5500,,,71501,71501 up to 71600,
5431,5401 up to 5500,,,71601,71601 up to 71700,
5437,5401 up to 5500,,,71701,71701 up to 71800,
5441,5401 up to 5500,,,71801,71801 up to 71900,
5443,5401 up to 5500,,,71901,71901 up to 72000,
5449,5401 up to 5500,,,72001,72001 up to 72100,
5471,5401 up to 5500,,,72101,72101 up to 72200,
5477,5401 up to 5500,,,72201,72201 up to 72300,
5479,5401 up to 5500,,,72301,72301 up to 72400,
5483,5401 up to 5500,,,72401,72401 up to 72500,
5501,5501 up to 5600,,,72501,72501 up to 72600,
5503,5501 up to 5600,,,72601,72601 up to 72700,
5507,5501 up to 5600,,,72701,72701 up to 72800,
5519,5501 up to 5600,,,72801,72801 up to 72900,
5521,5501 up to 5600,,,72901,72901 up to 73000,
5527,5501 up to 5600,,,73001,73001 up to 73100,
5531,5501 up to 5600,,,73101,73101 up to 73200,
5557,5501 up to 5600,,,73201,73201 up to 73300,
5563,5501 up to 5600,,,73301,73301 up to 73400,
5569,5501 up to 5600,,,73401,73401 up to 73500,
5573,5501 up to 5600,,,73501,73501 up to 73600,
5581,5501 up to 5600,,,73601,73601 up to 73700,
5591,5501 up to 5600,,,73701,73701 up to 73800,
5623,5601 up to 5700,,,73801,73801 up to 73900,
5639,5601 up to 5700,,,73901,73901 up to 74000,
5641,5601 up to 5700,,,74001,74001 up to 74100,
5647,5601 up to 5700,,,74101,74101 up to 74200,
5651,5601 up to 5700,,,74201,74201 up to 74300,
5653,5601 up to 5700,,,74301,74301 up to 74400,
5657,5601 up to 5700,,,74401,74401 up to 74500,
5659,5601 up to 5700,,,74501,74501 up to 74600,
5669,5601 up to 5700,,,74601,74601 up to 74700,
5683,5601 up to 5700,,,74701,74701 up to 74800,
5689,5601 up to 5700,,,74801,74801 up to 74900,
5693,5601 up to 5700,,,74901,74901 up to 75000,
5701,5701 up to 5800,,,75001,75001 up to 75100,
5711,5701 up to 5800,,,75101,75101 up to 75200,
5717,5701 up to 5800,,,75201,75201 up to 75300,
5737,5701 up to 5800,,,75301,75301 up to 75400,
5741,5701 up to 5800,,,75401,75401 up to 75500,
5743,5701 up to 5800,,,75501,75501 up to 75600,
5749,5701 up to 5800,,,75601,75601 up to 75700,
5779,5701 up to 5800,,,75701,75701 up to 75800,
5783,5701 up to 5800,,,75801,75801 up to 75900,
5791,5701 up to 5800,,,75901,75901 up to 76000,
5801,5801 up to 5900,,,76001,76001 up to 76100,
5807,5801 up to 5900,,,76101,76101 up to 76200,
5813,5801 up to 5900,,,76201,76201 up to 76300,
5821,5801 up to 5900,,,76301,76301 up to 76400,
5827,5801 up to 5900,,,76401,76401 up to 76500,
5839,5801 up to 5900,,,76501,76501 up to 76600,
5843,5801 up to 5900,,,76601,76601 up to 76700,
5849,5801 up to 5900,,,76701,76701 up to 76800,
5851,5801 up to 5900,,,76801,76801 up to 76900,
5857,5801 up to 5900,,,76901,76901 up to 77000,
5861,5801 up to 5900,,,77001,77001 up to 77100,
5867,5801 up to 5900,,,77101,77101 up to 77200,
5869,5801 up to 5900,,,77201,77201 up to 77300,
5879,5801 up to 5900,,,77301,77301 up to 77400,
5881,5801 up to 5900,,,77401,77401 up to 77500,
5897,5801 up to 5900,,,77501,77501 up to 77600,
5903,5901 up to 6000,,,77601,77601 up to 77700,
5923,5901 up to 6000,,,77701,77701 up to 77800,
5927,5901 up to 6000,,,77801,77801 up to 77900,
5939,5901 up to 6000,,,77901,77901 up to 78000,
5953,5901 up to 6000,,,78001,78001 up to 78100,
5981,5901 up to 6000,,,78101,78101 up to 78200,
5987,5901 up to 6000,,,78201,78201 up to 78300,
6007,6001 up to 6100,,,78301,78301 up to 78400,
6011,6001 up to 6100,,,78401,78401 up to 78500,
6029,6001 up to 6100,,,78501,78501 up to 78600,
6037,6001 up to 6100,,,78601,78601 up to 78700,
6043,6001 up to 6100,,,78701,78701 up to 78800,
6047,6001 up to 6100,,,78801,78801 up to 78900,
6053,6001 up to 6100,,,78901,78901 up to 79000,
6067,6001 up to 6100,,,79001,79001 up to 79100,
6073,6001 up to 6100,,,79101,79101 up to 79200,
6079,6001 up to 6100,,,79201,79201 up to 79300,
6089,6001 up to 6100,,,79301,79301 up to 79400,
6091,6001 up to 6100,,,79401,79401 up to 79500,
6101,6101 up to 6200,,,79501,79501 up to 79600,
6113,6101 up to 6200,,,79601,79601 up to 79700,
6121,6101 up to 6200,,,79701,79701 up to 79800,
6131,6101 up to 6200,,,79801,79801 up to 79900,
6133,6101 up to 6200,,,79901,79901 up to 80000,
6143,6101 up to 6200,,,80001,80001 up to 80100,
6151,6101 up to 6200,,,80101,80101 up to 80200,
6163,6101 up to 6200,,,80201,80201 up to 80300,
6173,6101 up to 6200,,,80301,80301 up to 80400,
6197,6101 up to 6200,,,80401,80401 up to 80500,
6199,6101 up to 6200,,,80501,80501 up to 80600,
6203,6201 up to 6300,,,80601,80601 up to 80700,
6211,6201 up to 6300,,,80701,80701 up to 80800,
6217,6201 up to 6300,,,80801,80801 up to 80900,
6221,6201 up to 6300,,,80901,80901 up to 81000,
6229,6201 up to 6300,,,81001,81001 up to 81100,
6247,6201 up to 6300,,,81101,81101 up to 81200,
6257,6201 up to 6300,,,81201,81201 up to 81300,
6263,6201 up to 6300,,,81301,81301 up to 81400,
6269,6201 up to 6300,,,81401,81401 up to 81500,
6271,6201 up to 6300,,,81501,81501 up to 81600,
6277,6201 up to 6300,,,81601,81601 up to 81700,
6287,6201 up to 6300,,,81701,81701 up to 81800,
6299,6201 up to 6300,,,81801,81801 up to 81900,
6301,6301 up to 6400,,,81901,81901 up to 82000,
6311,6301 up to 6400,,,82001,82001 up to 82100,
6317,6301 up to 6400,,,82101,82101 up to 82200,
6323,6301 up to 6400,,,82201,82201 up to 82300,
6329,6301 up to 6400,,,82301,82301 up to 82400,
6337,6301 up to 6400,,,82401,82401 up to 82500,
6343,6301 up to 6400,,,82501,82501 up to 82600,
6353,6301 up to 6400,,,82601,82601 up to 82700,
6359,6301 up to 6400,,,82701,82701 up to 82800,
6361,6301 up to 6400,,,82801,82801 up to 82900,
6367,6301 up to 6400,,,82901,82901 up to 83000,
6373,6301 up to 6400,,,83001,83001 up to 83100,
6379,6301 up to 6400,,,83101,83101 up to 83200,
6389,6301 up to 6400,,,83201,83201 up to 83300,
6397,6301 up to 6400,,,83301,83301 up to 83400,
6421,6401 up to 6500,,,83401,83401 up to 83500,
6427,6401 up to 6500,,,83501,83501 up to 83600,
6449,6401 up to 6500,,,83601,83601 up to 83700,
6451,6401 up to 6500,,,83701,83701 up to 83800,
6469,6401 up to 6500,,,83801,83801 up to 83900,
6473,6401 up to 6500,,,83901,83901 up to 84000,
6481,6401 up to 6500,,,84001,84001 up to 84100,
6491,6401 up to 6500,,,84101,84101 up to 84200,
6521,6501 up to 6600,,,84201,84201 up to 84300,
6529,6501 up to 6600,,,84301,84301 up to 84400,
6547,6501 up to 6600,,,84401,84401 up to 84500,
6551,6501 up to 6600,,,84501,84501 up to 84600,
6553,6501 up to 6600,,,84601,84601 up to 84700,
6563,6501 up to 6600,,,84701,84701 up to 84800,
6569,6501 up to 6600,,,84801,84801 up to 84900,
6571,6501 up to 6600,,,84901,84901 up to 85000,
6577,6501 up to 6600,,,85001,85001 up to 85100,
6581,6501 up to 6600,,,85101,85101 up to 85200,
6599,6501 up to 6600,,,85201,85201 up to 85300,
6607,6601 up to 6700,,,85301,85301 up to 85400,
6619,6601 up to 6700,,,85401,85401 up to 85500,
6637,6601 up to 6700,,,85501,85501 up to 85600,
6653,6601 up to 6700,,,85601,85601 up to 85700,
6659,6601 up to 6700,,,85701,85701 up to 85800,
6661,6601 up to 6700,,,85801,85801 up to 85900,
6673,6601 up to 6700,,,85901,85901 up to 86000,
6679,6601 up to 6700,,,86001,86001 up to 86100,
6689,6601 up to 6700,,,86101,86101 up to 86200,
6691,6601 up to 6700,,,86201,86201 up to 86300,
6701,6701 up to 6800,,,86301,86301 up to 86400,
6703,6701 up to 6800,,,86401,86401 up to 86500,
6709,6701 up to 6800,,,86501,86501 up to 86600,
6719,6701 up to 6800,,,86601,86601 up to 86700,
6733,6701 up to 6800,,,86701,86701 up to 86800,
6737,6701 up to 6800,,,86801,86801 up to 86900,
6761,6701 up to 6800,,,86901,86901 up to 87000,
6763,6701 up to 6800,,,87001,87001 up to 87100,
6779,6701 up to 6800,,,87101,87101 up to 87200,
6781,6701 up to 6800,,,87201,87201 up to 87300,
6791,6701 up to 6800,,,87301,87301 up to 87400,
6793,6701 up to 6800,,,87401,87401 up to 87500,
6803,6801 up to 6900,,,87501,87501 up to 87600,
6823,6801 up to 6900,,,87601,87601 up to 87700,
6827,6801 up to 6900,,,87701,87701 up to 87800,
6829,6801 up to 6900,,,87801,87801 up to 87900,
6833,6801 up to 6900,,,87901,87901 up to 88000,
6841,6801 up to 6900,,,88001,88001 up to 88100,
6857,6801 up to 6900,,,88101,88101 up to 88200,
6863,6801 up to 6900,,,88201,88201 up to 88300,
6869,6801 up to 6900,,,88301,88301 up to 88400,
6871,6801 up to 6900,,,88401,88401 up to 88500,
6883,6801 up to 6900,,,88501,88501 up to 88600,
6899,6801 up to 6900,,,88601,88601 up to 88700,
6907,6901 up to 7000,,,88701,88701 up to 88800,
6911,6901 up to 7000,,,88801,88801 up to 88900,
6917,6901 up to 7000,,,88901,88901 up to 89000,
6947,6901 up to 7000,,,89001,89001 up to 89100,
6949,6901 up to 7000,,,89101,89101 up to 89200,
6959,6901 up to 7000,,,89201,89201 up to 89300,
6961,6901 up to 7000,,,89301,89301 up to 89400,
6967,6901 up to 7000,,,89401,89401 up to 89500,
6971,6901 up to 7000,,,89501,89501 up to 89600,
6977,6901 up to 7000,,,89601,89601 up to 89700,
6983,6901 up to 7000,,,89701,89701 up to 89800,
6991,6901 up to 7000,,,89801,89801 up to 89900,
6997,6901 up to 7000,,,89901,89901 up to 90000,
7001,7001 up to 7100,,,90001,90001 up to 90100,
7013,7001 up to 7100,,,90101,90101 up to 90200,
7019,7001 up to 7100,,,90201,90201 up to 90300,
7027,7001 up to 7100,,,90301,90301 up to 90400,
7039,7001 up to 7100,,,90401,90401 up to 90500,
7043,7001 up to 7100,,,90501,90501 up to 90600,
7057,7001 up to 7100,,,90601,90601 up to 90700,
7069,7001 up to 7100,,,90701,90701 up to 90800,
7079,7001 up to 7100,,,90801,90801 up to 90900,
7103,7101 up to 7200,,,90901,90901 up to 91000,
7109,7101 up to 7200,,,91001,91001 up to 91100,
7121,7101 up to 7200,,,91101,91101 up to 91200,
7127,7101 up to 7200,,,91201,91201 up to 91300,
7129,7101 up to 7200,,,91301,91301 up to 91400,
7151,7101 up to 7200,,,91401,91401 up to 91500,
7159,7101 up to 7200,,,91501,91501 up to 91600,
7177,7101 up to 7200,,,91601,91601 up to 91700,
7187,7101 up to 7200,,,91701,91701 up to 91800,
7193,7101 up to 7200,,,91801,91801 up to 91900,
7207,7201 up to 7300,,,91901,91901 up to 92000,
7211,7201 up to 7300,,,92001,92001 up to 92100,
7213,7201 up to 7300,,,92101,92101 up to 92200,
7219,7201 up to 7300,,,92201,92201 up to 92300,
7229,7201 up to 7300,,,92301,92301 up to 92400,
7237,7201 up to 7300,,,92401,92401 up to 92500,
7243,7201 up to 7300,,,92501,92501 up to 92600,
7247,7201 up to 7300,,,92601,92601 up to 92700,
7253,7201 up to 7300,,,92701,92701 up to 92800,
7283,7201 up to 7300,,,92801,92801 up to 92900,
7297,7201 up to 7300,,,92901,92901 up to 93000,
7307,7301 up to 7400,,,93001,93001 up to 93100,
7309,7301 up to 7400,,,93101,93101 up to 93200,
7321,7301 up to 7400,,,93201,93201 up to 93300,
7331,7301 up to 7400,,,93301,93301 up to 93400,
7333,7301 up to 7400,,,93401,93401 up to 93500,
7349,7301 up to 7400,,,93501,93501 up to 93600,
7351,7301 up to 7400,,,93601,93601 up to 93700,
7369,7301 up to 7400,,,93701,93701 up to 93800,
7393,7301 up to 7400,,,93801,93801 up to 93900,
7411,7401 up to 7500,,,93901,93901 up to 94000,
7417,7401 up to 7500,,,94001,94001 up to 94100,
7433,7401 up to 7500,,,94101,94101 up to 94200,
7451,7401 up to 7500,,,94201,94201 up to 94300,
7457,7401 up to 7500,,,94301,94301 up to 94400,
7459,7401 up to 7500,,,94401,94401 up to 94500,
7477,7401 up to 7500,,,94501,94501 up to 94600,
7481,7401 up to 7500,,,94601,94601 up to 94700,
7487,7401 up to 7500,,,94701,94701 up to 94800,
7489,7401 up to 7500,,,94801,94801 up to 94900,
7499,7401 up to 7500,,,94901,94901 up to 95000,
7507,7501 up to 7600,,,95001,95001 up to 95100,
7517,7501 up to 7600,,,95101,95101 up to 95200,
7523,7501 up to 7600,,,95201,95201 up to 95300,
7529,7501 up to 7600,,,95301,95301 up to 95400,
7537,7501 up to 7600,,,95401,95401 up to 95500,
7541,7501 up to 7600,,,95501,95501 up to 95600,
